FID,AREA,PERIMETER,HCAD_OLD,HCAD_NUMBE,CCAD_OLD,CCAD_NUMBE,ADR_OLD,ADR_NOW,ADR_NUM,ADR_FRAC,ADR_PREFIX,ADR_STREET,ADR_TYPE,ADR_SUF,ADR_BLDG_I,ADR_UNIT,ADR_CITY,ADR_STATE,ADR_ZIP,ADR_COUNTY,FLOOR_ID,TOTAL_FLOO,TOTAL_UNIT,COM_NAME,FAC_NAME,BUS_NAME,BUS_TYPE,BUS_TYPE2,REST_TYPE,REST,ZONING,YEAR_BUILT,USE_DESCR,JURISDICTI,JURISDIC_1,LABEL1,LABEL2,LABEL3,LABEL4,DATE_MOD1,DATE_MOD2,EDITOR,SOURCE_ID,COMMENT,USER_FLAG1,USER_FLAG2,RECORD_ID,X_COORD,Y_COORD,Z_COORD,Subdivisio,Sub_Sectio,Sub_Lots,created_us,created_da,last_edite,last_edi_1,Sub_Block,GC_Dist,Voter_prec,FEATURE,File_Name,CP,Unique_ID,created__1,created__2,last_edi_2,last_edi_3,LIFECYCLE,PostalCode,geometry,,x,y
25720,0,0,NA,NA,NA,NA, ,310 N ALEXANDER DR,310, ,N,ALEXANDER,DR, , , ,BAYTOWN,TX,77520,HARRIS, ,NA, ,COMMERCIAL,RESTAURANT,MCDONALDS, , ,fast_food,,MU, ,RIZ ZONE,BAYTOWN,6,310, , , , ,NA,BOB, , ,City, ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,7,0249,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0024385, ,,JACOB.PEARSON,1/29/21 00:00,ACTIVE,77520-5805,c(3251173.71083768, 13835470.1345277),-10570634.41,3469006.63
60881,0,0,NA,NA,NA,NA, ,3214 BARBERS HILL RD,3214, , ,BARBERS HILL,RD, , , ,COUNTY,TX,77562,HARRIS, ,NA, ,COMMERCIAL, ,JUNIORS SMOKE HOUSE, , ,bbq,,COUNTY AREA, , ,COUNTY AREA, ,3214, , ,JUNIORS SMOKE HOUSE, ,NA,BOB, ,MULTIPLE PROPERTIES 4 HOUSES ALL SAME ADDRESS - 1 BIG FAMILY, , ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,3,0387,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0062366,ROBERT.AMOS,1/20/21 00:00,ROBERT.AMOS,4/7/21 00:00,ACTIVE,77562-2343,c(3232006.70719243, 13875232.4095936),-10576878.16,3483255.67
39597,0,0,NA,NA,NA,NA, ,3321 MARKET ST,3321, , ,MARKET,ST, , , ,BAYTOWN,TX,77520,HARRIS, ,NA, ,RETAIL,RESTAURANT,BIG PAPPAS SMOKEHOUSE AND MORE, , ,bbq,,MU, ,RIZ ZONE,BAYTOWN,1,3321, , , , ,NA,BOB, , ,City, ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,2,0102,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0038810, ,,JACOB.PEARSON,1/29/21 00:00,ACTIVE,77520-5955,c(3235865.45344443, 13834705.5806642),-10576009.90,3468922.64
4023,0,0,NA,NA,NA,NA, ,3413 GARTH RD # A,3413, , ,GARTH,RD, , ,A,BAYTOWN,TX,77521,HARRIS, ,NA, ,COMMERCIAL,RESTAURANT,PIZZA HUT,PIZZA, ,pizza,,GC, , ,BAYTOWN,1,3413 # A,A, , , ,NA,BOB,CENTERPOINT, ,City, ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,1,0013,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0005274, ,,ROBERT.AMOS,4/7/21 00:00,ACTIVE,77521-3852,c(3244332.68806612, 13845504.2128208),-10572911.51,3472625.55
7530,0,0,NA,NA,NA,NA, ,3500 GARTH RD,3500, , ,GARTH,RD, , , ,BAYTOWN,TX,77521,HARRIS, ,NA, ,RETAIL, ,JOE VS,GROCERIES, ,grocery_store,,GC, , ,BAYTOWN,1,3500, , , ,2014,2014,MATT, , ,City, ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,4,0456,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0007600, ,,JACOB.PEARSON,1/29/21 00:00,ACTIVE,77521-3812,c(3245119.25720583, 13845976.6828496),-10572630.00,3472782.53
22236,0,0,NA,NA,NA,NA, ,3507 MARKET ST,3507, , ,MARKET,ST, , , ,BAYTOWN,TX,77520,HARRIS, ,NA, ,RETAIL,RESTAURANT,BAYTOWN CAFE Y TAQUERIA, , ,mexican,,MU, ,RIZ ZONE,BAYTOWN,1,3507, , , , ,NA,BOB, , ,City, ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,2,0102,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0023685, ,,JACOB.PEARSON,1/29/21 00:00,ACTIVE,77520-5953,c(3235478.51222374, 13834900.3542044),-10576143.21,3468995.92
41442,0,0,NA,NA,NA,NA, ,3517 GARTH RD,3517, , ,GARTH,RD, , , ,BAYTOWN,TX,77521,HARRIS, ,NA, ,RESTAURANT,RESTAURANT,DOUBLE DAVES PIZZA,PIZZA, ,pizza,,GC, , ,BAYTOWN,1,3517, , , , ,NA,MATT,CENTERPOINT, ,City, ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,1,0013,RETAIL SPACE,ADDRESS_POINTS_20200828, ,BTD.ADR.B0041880, ,,JACOB.PEARSON,1/29/21 00:00,ACTIVE,77521-3854,c(3244180.96389539, 13846141.8620098),-10572957.02,3472852.12
14796,0,0,NA,NA,NA,NA, ,3520 GARTH RD,3520, , ,GARTH,RD, , , ,BAYTOWN,TX,77521,HARRIS, ,NA, ,COMMERCIAL,FOOD,TACO BELL,RESTAURANT,MEXICAN,fast_food,,GC, , ,BAYTOWN,1,3520, , , ,2014,2014,MATT, , ,City, ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,4,0456,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0015339, ,,JACOB.PEARSON,1/29/21 00:00,ACTIVE,77521-3812,c(3244634.76560898, 13846172.0030988),-10572797.53,3472857.24
45531,0,0,NA,NA,NA,NA, ,3521 N MAIN ST,3521, ,N,MAIN,ST, , , ,BAYTOWN,TX,77521,HARRIS, ,NA, ,RETAIL,GROCERIES,FOOD TOWN,FOOD TOWN, ,grocery_store,,GC, , ,BAYTOWN,4,3521, , , ,2014,2014,MATT, , ,City, ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,4,0456,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0046006, ,,JACOB.PEARSON,1/29/21 00:00,ACTIVE,77521-4117,c(3248347.18486793, 13846239.6146512),-10571494.95,3472835.98
26861,0,0,NA,NA,NA,NA, ,3600 GARTH RD,3600, , ,GARTH,RD, , , ,BAYTOWN,TX,77521,HARRIS, ,NA, ,COMMERCIAL,FOOD,SUBWAY,RESTAURANT,SANDWICH SHOP,sandwich,,GC, , ,BAYTOWN,4,3600, , , , ,NA,MATT,BAYTOWN, ,City, ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,4,0456,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0027152, ,,JACOB.PEARSON,1/29/21 00:00,ACTIVE,77521-3814,c(3244598.37788936, 13846389.9155582),-10572807.66,3472934.48
44650,0,0,NA,NA,NA,NA, ,3703 GARTH RD,3703, , ,GARTH,RD, , , ,BAYTOWN,TX,77521,HARRIS, ,NA, ,RETAIL,RESTAURANT,HIBACHI GRILL & BUFFET, , ,chinese,,GC, , ,BAYTOWN,4,3703, , , ,2014,2014,MATT, , ,City, ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,4,0028,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0046324, ,,JACOB.PEARSON,1/29/21 00:00,ACTIVE,77521-3101,c(3244262.74812324, 13846851.6322452),-10572919.78,3473101.28
29237,0,0,NA,NA,NA,NA, ,3712 W BAKER RD,3712, ,W,BAKER,RD, , , ,BAYTOWN,TX,77521,HARRIS, ,NA, ,RETAIL SPACE,FOOD,LA POTOCINA MEAT MARKET,MEAT MARKET, ,grocery_store,,NSC, , ,BAYTOWN,3,3712, , , , ,NA,MATT,CENTERPOINT, ,City, ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,1,0739,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0028353, ,,JACOB.PEARSON,1/29/21 00:00,ACTIVE,77521-1801,c(3235593.19970531, 13849620.1451132),-10575926.68,3474181.82
5572,0,0,NA,NA,NA,NA, ,4006 GARTH RD,4006, , ,GARTH,RD, , , ,BAYTOWN,TX,77521,HARRIS, ,NA, ,RETAIL,RESTAURANT,KFC,CHICKEN, ,fast_food,,GC, , ,BAYTOWN,4,4006, , , , ,NA,MATT,CENTERPOINT, ,City, ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,4,0456,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0005215, ,,JACOB.PEARSON,1/29/21 00:00,ACTIVE,77521-3108,c(3244490.49454154, 13848649.0985531),-10572818.23,3473732.03
4208,0,0,NA,NA,NA,NA, ,4010 GARTH RD,4010, , ,GARTH,RD, , , ,BAYTOWN,TX,77521,HARRIS, ,NA, ,RETAIL,RESTAURANT,SCHLOTSKY'S,SANDWICH, ,sandwich,,GC, , ,BAYTOWN,4,4010, , , , ,NA,MATT,CENTERPOINT, ,City, ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,4,0456,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0005459, ,,JACOB.PEARSON,1/29/21 00:00,ACTIVE, ,c(3244492.64465323, 13848864.2313874),-10572814.88,3473807.83
35209,0,0,NA,NA,NA,NA, ,4116 DECKER DR,4116, , ,DECKER,DR, , , ,BAYTOWN,TX,77521,HARRIS, ,NA, ,RETAIL SPACE,WEST TOWN SHOPPING CENTER,CUBAN DELI SANDWICH SHOP, , ,cuban,,GC, , ,BAYTOWN,4,4116, , , , ,NA,BOB, , ,City, ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,1,0739,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0035988, ,,JACOB.PEARSON,1/29/21 00:00,ACTIVE, ,c(3234092.87810249, 13848593.2267376),-10576465.12,3473837.93
35205,0,0,NA,NA,NA,NA, ,4210 DECKER DR,4210, , ,DECKER,DR, , , ,BAYTOWN,TX,77521,HARRIS, ,NA, ,RETAIL SPACE,WEST TOWN SHOPPING CENTER,COYOTES BAR,BAR, ,bar,,GC, , ,BAYTOWN,4,4210, , , , ,NA,BOB, , ,City, ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,1,0739,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0035984, ,,JACOB.PEARSON,1/29/21 00:00,ACTIVE, ,c(3234230.09676503, 13848714.3594698),-10576415.55,3473878.97
516,0,0,NA,NA,NA,NA, ,4219 W BAKER RD # A,4219, ,W,BAKER,RD, , ,A,BAYTOWN,TX,77521,HARRIS, ,NA, ,RETAIL,SNOW CONE SHOP,SNO CONES, , ,dessert,1,GC, , ,BAYTOWN,4,4219 # A, , , , ,NA,BOB,DRIVE BY,ADDRESS RANGES ALL MESSED UP,City, ,NA,0,0,0, ,APT, , ,, ,, ,1,0739,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0001722, ,,JACOB.PEARSON,1/29/21 00:00,ACTIVE,77521-1755,c(3234330.96796292, 13849336.367125),-10576372.73,3474096.99
5574,0,0,NA,NA,NA,NA, ,4221 W BAKER RD,4221, ,W,BAKER,RD, , , ,BAYTOWN,TX,77521,HARRIS, ,NA, ,RETAIL,GROCERIES,BAYTOWN FOOD MART,CONVIENANCE STORE, ,grocery_store,,GC, , ,BAYTOWN,4,4221, , , , ,NA,MATT,CENTERPOINT,ADDRESS RANGES ALL MESSED UP,City, ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,1,0739,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0005217, ,,JACOB.PEARSON,1/29/21 00:00,ACTIVE,77521-1755,c(3234105.93230475, 13849312.7552502),-10576451.93,3474091.38
32985,0,0,NA,NA,NA,NA, ,4232 DECKER DR # A,4232, , ,DECKER,DR, , ,A,BAYTOWN,TX,77521,HARRIS, ,NA, ,RESTAURANT,WEST TOWN SHOPPING CENTER,CUBAN CAFE,RESTAURANT, ,cuban,,GC, , ,BAYTOWN,4, ,A, ,CUBAN CAFE, ,NA,BOB, , ,City, ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,1,0739,RETAIL SPACE,ADDRESS_POINTS_20200828, ,BTD.ADR.B0032546, ,,JACOB.PEARSON,1/29/21 00:00,ACTIVE, ,c(3233658.9477103, 13849074.7526182),-10576611.53,3474012.87
48005,0,0,NA,NA,NA,NA, ,4234 DECKER DR,4234, , ,DECKER,DR, , , ,BAYTOWN,TX,77521,HARRIS, ,NA, ,RETAIL SPACE,WEST TOWN SHOPPING CENTER,JACK IN THE BOX,RESTARAUNT, ,fast_food,,GC, , ,BAYTOWN,4,4234, , ,JACK IN THE BOX, ,NA,BOB, , ,City, ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,1,0739,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0049324, ,,JACOB.PEARSON,1/29/21 00:00,ACTIVE, ,c(3233518.3348195, 13849037.2231898),-10576661.29,3474001.33
4282,0,0,NA,NA,NA,NA, ,4300 E IH 10,4300, ,E,IH 10, , , , ,BAYTOWN,TX,77521,HARRIS, ,NA, ,RETAIL,RESTAURANT,MAMBO SEAFOOD,SEAFOOD, ,seafood,,GC, , ,BAYTOWN,3,4300, , ,MAMBO SEAFOOD,20151201,NA,BOB, ,new address,City, ,NA,0,0,0, , , , ,, ,, ,4,0456,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0005536, ,,JACOB.PEARSON,1/29/21 00:00,ACTIVE,77521-2878,c(3239102.87770274, 13861014.4848317),-10574558.91,3478156.25
18951,0,0,NA,NA,NA,NA, ,4309 W BAKER RD,4309, ,W,BAKER,RD, , , ,BAYTOWN,TX,77521,HARRIS, ,NA, ,RETAIL SPACE,WEST TOWN SHOPPING CENTER,DAIRY QUEEN,RESTARAUNT, ,fast_food,,GC, , ,BAYTOWN,4,4309, , ,DAIRY QUEEN, ,NA,BOB, , ,City, ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,1,0739,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0019538, ,,JACOB.PEARSON,1/29/21 00:00,ACTIVE,77521-1707,c(3233520.30786388, 13849211.7576146),-10576658.51,3474062.82
4165,0,0,NA,NA,NA,NA, ,4310 GARTH RD,4310, , ,GARTH,RD, , , ,BAYTOWN,TX,77521,HARRIS, ,NA, ,RETAIL,RESTAURANT,SCHLOTSKY'S,SANDWICH, ,sandwich,,GC, , ,BAYTOWN,4,4310, , , , ,NA,MATT,CENTERPOINT, ,City, ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,4,0456,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0005416, ,,JACOB.PEARSON,1/29/21 00:00,ACTIVE,77521-3114,c(3244570.27663898, 13848988.2163945),-10572786.16,3473850.58
2122,0,0,NA,NA,NA,NA, ,4400 E IH 10,4400, ,E,IH 10, , , , ,BAYTOWN,TX,77521,HARRIS, ,NA, ,COMMERCIAL,RESTAURANT,SALTGRASS STEAK HOUSE,STEAK HOUSE, ,steak_house,1,GC, , ,BAYTOWN,3,4400, , ,SALTGRASS STEAK HOUSE,20151201,NA,BOB, ,new address,City, ,NA,0,0,0, , , , ,, ,, ,4,0456,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0002129, ,,JACOB.PEARSON,1/29/21 00:00,ACTIVE,77521-2878,c(3239385.66803924, 13861075.056031),-10574458.98,3478174.19
4090,0,0,NA,NA,NA,NA, ,4402 GARTH RD,4402, , ,GARTH,RD, , , ,BAYTOWN,TX,77521,HARRIS, ,NA, ,RETAIL,RESTAURANT,SHIPLEYS DONUTS,BAKERY, ,bakery,,GC, , ,BAYTOWN,4,4402, , , , ,NA,MATT,CENTERPOINT, ,City, ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,4,0456,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0005341, ,,JACOB.PEARSON,1/29/21 00:00,ACTIVE,77521-2121,c(3244438.21315516, 13849223.7244927),-10572829.63,3473935.19
59938,0,0,NA,NA,NA,NA, ,4505 GARTH RD,4505, , ,GARTH,RD, , , ,BAYTOWN,TX,77521,HARRIS, ,NA, ,RETAIL SPACE, ,NARA THAI DINING, , ,thai,,GC, , ,BAYTOWN,4,4505, , , , ,NA,MATT,CENTERPOINT, ,City, ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,4,0028,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0060206,ROBERT.AMOS,8/30/19 00:00,JACOB.PEARSON,1/29/21 00:00,ACTIVE,77521-3982,c(3243966.6753587, 13849590.9177562),-10572990.56,3474070.33
59936,0,0,NA,NA,NA,NA, ,4505 GARTH RD # B,4505, , ,GARTH,RD, , ,B,BAYTOWN,TX,77521,HARRIS, ,NA, ,RETAIL SPACE, ,KINGS BBQ, , ,bbq,,GC, , ,BAYTOWN,4,4505 # B, , , , ,NA,MATT,CENTERPOINT, ,City, ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,4,0028,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0060204,ROBERT.AMOS,8/30/19 00:00,JACOB.PEARSON,1/29/21 00:00,ACTIVE,77521-3982,c(3243979.32261851, 13849501.7835524),-10572987.20,3474038.76
50641,0,0,NA,NA,NA,NA, ,4505 GARTH RD # C,4505, , ,GARTH,RD, , ,C,BAYTOWN,TX,77521,HARRIS, ,NA, ,RETAIL SPACE, ,BUDS BBQ, , ,bbq,,GC, , ,BAYTOWN,4,4505 # C, , , , ,NA,MATT,CENTERPOINT, ,City, ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,4,0028,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0052401, ,,JACOB.PEARSON,1/29/21 00:00,ACTIVE,77521-3982,c(3243977.44525013, 13849485.0676422),-10572988.06,3474032.89
53949,0,0,NA,NA,NA,NA, ,4507 GARTH RD # C,4507, , ,GARTH,RD, , ,C,BAYTOWN,TX,77521,HARRIS, ,NA, ,RETAIL SPACE, ,2 CLAWS SEAFOOD, , ,seafood,,GC, , ,BAYTOWN,4,4507 # C, , , , ,NA,MATT,CENTERPOINT, ,City, ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,4,0028,RETAIL SPACE,ADDRESS_POINTS_20200828, ,BTD.ADR.B0054125, ,,JACOB.PEARSON,1/29/21 00:00,ACTIVE,77521-3982,c(3243977.86576697, 13849532.5308692),-10572987.34,3474049.62
10213,0,0,NA,NA,NA,NA, ,4508 GARTH RD # G,4508, , ,GARTH,RD, , ,G,BAYTOWN,TX,77521,HARRIS, ,NA, ,RETAIL,RESTAURANT,CICIS PIZZA,PIZZA, ,pizza,,GC, , ,BAYTOWN,4,4508 # G, , , , ,NA,MATT,CENTERPOINT, ,City, ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,4,0456,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0011122, ,,JACOB.PEARSON,1/29/21 00:00,ACTIVE,77521-2409,c(3244651.83858998, 13849694.8259757),-10572749.03,3474098.65
42433,0,0,NA,NA,NA,NA, ,4517 GARTH RD # A,4517, , ,GARTH,RD, , ,A,BAYTOWN,TX,77521,HARRIS, ,NA, ,RETAIL, ,PIZZA BELLA, , ,pizza,,GC, , ,BAYTOWN,4,4517 # A, , , , ,NA,MATT,CENTERPOINT, ,City, ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,4,0028,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0043274, ,,JACOB.PEARSON,1/29/21 00:00,ACTIVE,77521-3982,c(3243952.69023981, 13849732.212143),-10572993.76,3474120.30
53092,0,0,NA,NA,NA,NA,4530 EAST FWY,4530 E IH 10,4530, ,E,IH 10, , , , ,BAYTOWN,TX,77521,HARRIS, ,NA, ,RETAIL,RESTAURANT,CHEDDARS, , ,fast_food,,GC, , ,BAYTOWN,3,4530, , ,CHEDDARS,20141110,NA,BOB,CENTERPOINT,RENAMED TO BE IN LINE WITH HARRIS COUNTY 911 FILE,City, ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,4,0456,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0053640, ,,JACOB.PEARSON,1/29/21 00:00,ACTIVE,77521-2937,c(3239701.91866427, 13861156.5739092),-10574347.06,3478199.10
53898,0,0,NA,NA,NA,NA,4710 HIGHWAY 10,4710 E IH 10,4710, ,E,IH 10, , , , ,BAYTOWN,TX,77521,HARRIS, ,NA, ,COMMERCIAL,FOOD,HOOTERS,RESTAURANT, ,american,,LC, , ,BAYTOWN,3,4710, , ,HOOTERS,20141110,NA,BOB,CENTERPOINT,RENAMED TO BE IN LINE WITH HARRIS COUNTY 911 FILE,City, ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,4,0456,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0054074, ,,JACOB.PEARSON,1/29/21 00:00,ACTIVE, ,c(3241169.99218138, 13861496.6541697),-10573827.97,3478301.25
16145,0,0,NA,NA,NA,NA,4717 HIGHWAY 10,4717 E IH 10,4717, ,E,IH 10, , , , ,BAYTOWN,TX,77521,HARRIS, ,NA, ,COMMERCIAL,FOOD,RED LOBSTER,RESTAURANT,SEAFOOD,seafood,,GC, , ,BAYTOWN,3,4717, , ,RED LOBSTER,20141110,NA,BOB,CENTERPOINT,RENAMED TO BE IN LINE WITH HARRIS COUNTY 911 FILE,City, ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,5,0103,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0017114, ,,JACOB.PEARSON,1/29/21 00:00,ACTIVE, ,c(3240862.41154229, 13861841.214177),-10573931.72,3478426.46
61628,0,0,NA,NA,NA,NA, ,4908 GARTH RD,4908, , ,GARTH,RD, , , ,BAYTOWN,TX,77521,HARRIS, ,NA, ,FOOD,RESTAURANT,RAISING CANES # 6, , ,fast_food,,GC, , ,BAYTOWN,4,4908, , , , ,NA,BOB,CENTERPOINT, ,City, ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,4,0456,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0061514,ROBERT.AMOS,9/14/20 00:00,JACOB.PEARSON,1/29/21 00:00,ACTIVE,77521-2144,c(3244333.8044102, 13851972.9532641),-10572833.07,3474905.49
19950,0,0,NA,NA,NA,NA, ,4910 N MAIN ST,4910, ,N,MAIN,ST, , , ,BAYTOWN,TX,77521,HARRIS, ,NA, ,COMMERCIAL,GROCERY,LA MICHOACANA MEAT MARKET, , ,grocery_store,,GC, , ,BAYTOWN,4,4910, , , ,2014,2014,BOB, ,MAIN ADDRESS,City, ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,5,0456,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0019350, ,,JACOB.PEARSON,1/29/21 00:00,ACTIVE,77521-2337,c(3248656.70146884, 13852219.6625096),-10571314.02,3474939.93
26619,0,0,NA,NA,NA,NA, ,4911 N MAIN ST,4911, ,N,MAIN,ST, , , ,BAYTOWN,TX,77521,HARRIS, ,NA, ,COMMERCIAL,BAR,DOWN ON MAIN ST BAR, , ,bar,,GC, , ,BAYTOWN,4,4911, , , ,2014,2014,MATT, , ,City, ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,4,0456,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0026506, ,,JACOB.PEARSON,1/29/21 00:00,ACTIVE,77521-2336,c(3248466.47702351, 13852014.2306001),-10571383.22,3474869.84
52214,0,0,NA,NA,NA,NA,4915 HIGHWAY 10,4915 E IH 10,4915, ,E,IH 10, , , , ,BAYTOWN,TX,77521,HARRIS, ,NA, ,RESTAURANT, ,CREEKS KITCHEN, , ,soul_food,,GC, , ,BAYTOWN,3,4915, , ,CREEKS KITCHEN,20141110,NA,BOB,CENTERPOINT,RENAMED TO BE IN LINE WITH HARRIS COUNTY 911 FILE,City, ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,5,0103,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0053176, ,,JACOB.PEARSON,1/29/21 00:00,ACTIVE, ,c(3241797.76624023, 13862064.1098184),-10573600.91,3478493.72
42444,0,0,NA,NA,NA,NA,4975 HIGHWAY 10,4975 E IH 10,4975, ,E,IH 10, , , , ,BAYTOWN,TX,77521,HARRIS, ,NA, ,RESTAURANT, ,WHATABURGER, , ,fast_food,,GC, , ,BAYTOWN,3,4975, , ,WHATABURGER,20141110,NA,BOB,CENTERPOINT,RENAMED TO BE IN LINE WITH HARRIS COUNTY 911 FILE,City, ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,5,0103,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0043286, ,,JACOB.PEARSON,1/29/21 00:00,ACTIVE, ,c(3242022.03879909, 13862134.1711198),-10573521.39,3478515.71
5563,0,0,NA,NA,NA,NA, ,4996 GARTH RD,4996, , ,GARTH,RD, , , ,BAYTOWN,TX,77521,HARRIS, ,NA, ,RETAIL,RESTAURANT,CHIPOTLE,MEXICAN, ,mexican,,GC, , ,BAYTOWN,4,4996, , , , ,NA,BOB,CENTERPOINT, ,City, ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,4,0456,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0005206, ,,JACOB.PEARSON,1/29/21 00:00,ACTIVE,77521-2142,c(3244332.51732726, 13852990.6424702),-10572821.24,3475264.24
4057,0,0,NA,NA,NA,NA, ,500 N ALEXANDER DR,500, ,N,ALEXANDER,DR, , , ,BAYTOWN,TX,77520,HARRIS, ,NA, ,RETAIL,GROCERIES,KIL & B DISC-MART, , ,grocery_store,,MU, ,RIZ ZONE,BAYTOWN,6,500, , , , ,NA,BOB, , ,City, ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,7,0249,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0005308, ,,JACOB.PEARSON,1/29/21 00:00,ACTIVE,77520-5302,c(3251403.7383472, 13836064.3963746),-10570546.57,3469213.20
48667,0,0,NA,NA,NA,NA, ,500 S MAIN ST,500, ,S,MAIN,ST, , , ,BAYTOWN,TX,77520,HARRIS, ,NA, ,COMMERCIAL,RESTAURANT,WHATAPOLLO,MEXICAN, ,mexican,,MU, ,RIZ ZONE,BAYTOWN,2,500, , , , ,NA,BOB, , ,City, ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,2,0248,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0050395, ,,JACOB.PEARSON,1/29/21 00:00,ACTIVE,77520-4072,c(3248395.46990083, 13837036.4221837),-10571589.37,3469592.30
4124,0,0,NA,NA,NA,NA, ,5006 GARTH RD,5006, , ,GARTH,RD, , , ,BAYTOWN,TX,77521,HARRIS, ,NA, ,RETAIL,RESTAURANT,CHICK-FIL-A,CHICKEN, ,fast_food,,GC, , ,BAYTOWN,4,5006, , , , ,NA,BOB,CENTERPOINT, ,City, ,NA,0,0,0, , , , ,,sde,1/10/15 00:00, ,4,0456,BUILDING,ADDRESS_POINTS_20200828, ,BTD.ADR.B0005375, ,,JACOB.PEARSON,1/29/21 00:00,ACTIVE,77521-2142,c(3244203.37630397, 13853245.2073905),-10572863.46,3475355.54
